payment_id,order_id,amount_received,payment_date,payment_mode
1343,1460,9522.16,2026-04-15,NEFT
1344,1461,27837.18,2025-09-20,UPI
1345,1462,1624.78,2025-09-04,NEFT
1346,1463,9481.73,2026-05-16,UPI
1347,1464,1890.75,2025-11-17,UPI
1348,1465,32832.35,2025-06-11,Cheque
1349,1466,8195.36,2025-09-30,NEFT
1350,1467,5316.98,2026-03-25,Cheque
1351,1468,5681.3,2026-01-19,Cheque
1352,1469,580.01,,NEFT
1353,1470,4202.79,,UPI
1354,1471,32429.64,2026-02-23,NEFT
1355,1472,39508.78,2026-02-26,UPI
1356,1473,36364.6,2025-06-07,NEFT
1357,1474,5739.98,2025-09-11,UPI
1358,1475,6379.79,2026-04-16,Cheque
1359,1476,5322.07,2026-04-09,NEFT
1360,1477,13669.28,2026-05-10,Cheque
1361,1479,10427.56,2025-07-07,Cheque
1362,1480,11072.16,2026-02-19,UPI
1363,1481,4829.2,2026-01-08,NEFT
1364,1482,7007.78,2026-01-25,Cheque
1365,1483,22252.58,2026-04-09,UPI
1366,1484,32637.69,2026-02-01,UPI
1367,1486,22766.76,2025-08-23,UPI
1368,1487,7086.11,2026-04-16,UPI
1369,1488,8188.13,2025-07-18,UPI
1370,1489,30860.88,2026-01-11,NEFT
1371,1490,47814.3,2025-08-25,NEFT
1372,1491,34865.03,2025-12-30,UPI
1373,1493,10963.92,2025-12-16,UPI
1374,1495,18448.04,2025-07-04,NEFT
1375,1496,35632.74,2025-11-13,NEFT
1376,1497,5213.34,2026-02-21,Cheque
1377,1498,38135.22,2026-06-23,UPI
1378,1499,2992.9,2025-09-12,NEFT
1379,1500,575.23,,UPI
1380,1501,35431.4,2026-04-20,Cheque
1381,1502,9810.88,2025-10-25,UPI
1382,1504,12079.97,2025-08-11,UPI
1383,1505,26587.51,2026-05-06,Cheque
1384,1506,17963.47,2025-05-11,UPI
1385,1507,5213.34,2025-11-09,NEFT
1386,1508,21859.79,2026-04-01,UPI
1387,1509,15264.36,2026-01-01,Cheque
1388,1510,7160.69,2026-07-22,NEFT
1389,1511,14333.3,2025-11-30,Cheque
1390,1512,7840.08,2025-08-19,NEFT
1391,1513,2033.44,2026-05-18,UPI
1392,1515,21218.12,2025-08-25,UPI
1393,1516,11246.78,2026-06-27,Cheque
1394,1517,47814.3,2025-11-28,UPI
1395,1518,8045.57,2026-04-11,Cheque
1396,1519,5634.31,2026-02-09,NEFT
1397,1520,4458.72,2026-02-20,Cheque
1398,1521,23033.93,2026-04-10,UPI
1399,1522,11787.49,2026-07-06,NEFT
1400,1523,2225.4,2026-03-31,Cheque
1401,1524,5852.36,2025-07-16,NEFT
1402,1526,26801.92,2026-05-27,NEFT
1403,1527,5676.75,2025-08-31,NEFT
1404,1528,4233.25,2026-02-10,NEFT
1405,1529,638.19,,Cheque
1406,1530,47670.33,2026-07-11,Cheque
1407,1531,22938.7,2025-12-09,UPI
1408,1532,14032.69,2025-08-30,UPI
1409,1533,9591.53,,Cheque
1410,1534,4067.93,2026-04-05,Cheque
1411,1535,2741.97,,Cheque
1412,1536,12330.5,2026-03-13,Cheque
1413,1537,2477.66,2026-04-24,Cheque
1414,1538,967.83,2026-01-17,NEFT
1415,1539,8756.45,2026-01-10,UPI
1416,1540,986.79,2025-11-30,NEFT
1417,1541,9593.43,2026-04-25,NEFT
1418,1542,7312.91,2026-07-31,NEFT
1419,1543,6889.01,2026-01-28,NEFT
1420,1544,22905.19,2025-08-12,NEFT
1421,1545,5480.46,2026-03-28,UPI
1422,1546,17116.74,2026-07-26,Cheque
1423,1547,12211.49,2026-06-27,UPI
1424,1548,1275.46,2026-05-17,Cheque
1425,1549,43210.39,2026-07-20,Cheque
1426,1551,8935.15,2026-07-21,Cheque
1427,1553,11273.57,2025-10-29,Cheque
1428,1554,8071.57,,Cheque
1429,1556,15471.41,2025-12-31,Cheque
1430,1557,11632.68,2025-11-05,Cheque
1431,1558,2670.6,2026-06-21,Cheque
1432,1559,10230.47,2025-10-30,UPI
1433,1560,5477.93,2025-05-17,NEFT
1434,1561,11570.66,2025-05-20,Cheque
1435,1562,3758.63,2025-10-23,NEFT
1436,1563,24797.38,2026-01-16,NEFT
1437,1564,8854.5,2026-03-31,UPI
1438,1565,22665.89,2026-07-06,Cheque
1439,1567,12414.83,2026-01-06,Cheque
1440,1568,30053.64,2025-06-16,NEFT
1441,1569,9085.63,2026-02-07,NEFT
1442,1570,16620.25,2025-12-04,UPI
1443,1571,12730.91,2025-07-30,UPI
1444,1572,4285.34,2025-08-20,Cheque
1445,1573,5628.1,2026-06-05,Cheque
1446,1574,23300.41,2026-05-17,NEFT
1447,1575,9085.63,2025-09-11,UPI
1448,1576,7435.75,2025-10-14,NEFT
1449,1578,12893.35,2025-05-27,UPI
1450,1579,24159.94,2026-06-13,UPI
1451,1580,15894.7,2026-01-25,NEFT
1452,1581,20340.33,2025-07-22,UPI
1453,1582,3108.89,2026-04-29,NEFT
1454,1583,3093.02,,NEFT
1455,1584,5051.77,2025-11-09,NEFT
1456,1585,15290.63,2026-06-18,Cheque
1457,1586,1460.0,2025-08-28,Cheque
1458,1587,13023.44,2026-04-22,NEFT
1459,1588,19876.6,2025-06-23,UPI
1460,1589,11051.47,2026-02-24,UPI
1461,1590,18984.6,2026-05-17,Cheque
1462,1591,6369.36,2025-11-14,UPI
1463,1593,2277.56,2025-09-01,UPI
1464,1594,2525.3,,Cheque
1465,1596,24668.82,2025-11-29,NEFT
1466,1597,13681.79,2026-05-25,NEFT
1467,1598,33127.07,2026-04-26,Cheque
1468,1599,6710.93,2025-06-22,UPI
1469,1600,14950.8,2025-06-11,Cheque
1470,1601,4291.44,2026-01-29,UPI
1471,1602,18257.5,2025-09-22,UPI
1472,1603,6852.45,2026-04-27,Cheque
1473,1604,8124.33,2026-04-16,Cheque
1474,1605,41966.22,2025-06-08,UPI
1475,1606,12215.76,2025-11-06,UPI
1476,1607,4064.26,2026-06-11,NEFT
1477,1608,2370.82,2025-12-23,Cheque
1478,1609,8621.65,2026-05-11,NEFT
1479,1610,23415.96,2026-02-03,UPI
1480,1611,3365.64,2026-07-31,NEFT
1481,1612,32711.29,2026-03-06,Cheque
1482,1613,6487.69,,UPI
1483,1614,10569.78,,NEFT
1484,1615,9033.83,2025-05-27,UPI
1485,1616,34023.22,2026-03-03,Cheque
1486,1617,3191.96,2026-07-16,Cheque
1487,1618,11234.6,2025-12-09,Cheque
1488,1619,7227.07,2025-11-14,Cheque
1489,1620,8133.04,,Cheque
1490,1621,19586.99,2025-09-09,Cheque
1491,1622,6347.16,2026-04-18,Cheque
1492,1623,7401.94,2025-11-18,UPI
1493,1624,5804.94,2026-02-11,UPI
1494,1625,45837.32,2026-01-08,UPI
1495,1626,3517.56,2025-08-26,UPI
1496,1627,28796.02,2025-06-06,Cheque
1497,1628,1124.61,,Cheque
1498,1630,7583.46,2025-10-25,NEFT
1499,1631,16090.89,2026-04-05,NEFT
1500,1632,42836.56,2025-11-27,NEFT
1501,1633,24027.75,2025-06-17,Cheque
1502,1634,13472.95,2025-06-23,UPI
1503,1635,1404.22,2025-08-09,Cheque
1504,1636,36458.91,2025-12-03,NEFT
1505,1637,24146.0,2025-10-24,Cheque
1506,1638,1360.4,2026-07-17,NEFT
1507,1639,4930.25,2025-11-12,Cheque
1508,1640,17642.14,2025-05-23,UPI
1509,1641,12509.21,2026-07-31,UPI
1510,1642,7387.84,,Cheque
1511,1643,17141.54,2025-06-12,Cheque
1512,1644,25431.52,2025-08-19,Cheque
1513,1645,9794.73,2025-11-07,NEFT
1514,1646,13743.12,2026-07-31,NEFT
1515,1648,33740.35,2025-06-16,UPI
1516,1649,22982.65,2025-11-09,Cheque
1517,1650,1969.92,2026-07-31,NEFT
1518,1651,3934.32,2025-10-29,UPI
1519,1652,5102.34,2025-10-21,NEFT
1520,1653,7049.49,2025-07-01,Cheque
1521,1654,20082.38,2026-07-27,UPI
1522,1655,1579.69,2025-07-21,NEFT
1523,1656,4257.69,2026-02-23,NEFT
1524,1657,4511.29,2025-06-12,Cheque
1525,1658,26077.68,2026-05-11,Cheque
1526,1659,4017.15,2025-12-11,NEFT
1527,1660,33488.83,2026-05-02,NEFT
1528,1661,1825.92,2025-11-17,UPI
1529,1662,15678.96,2026-03-03,Cheque
1530,1663,6392.57,2025-07-03,UPI
1531,1664,13525.12,2026-04-05,UPI
1532,1665,14296.24,2026-06-28,Cheque
1533,1666,5705.58,2026-04-03,NEFT
1534,1667,40411.92,2026-04-27,Cheque
1535,1668,15658.83,2026-05-06,Cheque
1536,1669,18035.37,2025-09-04,NEFT
1537,1671,17284.0,2026-05-20,UPI
1538,1672,16404.54,2025-12-14,Cheque
1539,1674,5318.48,2026-02-14,NEFT
1540,1675,16183.64,2026-03-22,NEFT
1541,1676,13019.65,2025-09-13,Cheque
1542,1677,15306.16,2026-07-06,NEFT
1543,1678,46133.8,2025-06-17,NEFT
1544,1679,3651.42,2026-02-27,UPI
1545,1680,2913.79,2025-12-13,NEFT
1546,1682,7429.01,2025-06-01,Cheque
1547,1683,11010.58,2025-06-08,UPI
1548,1684,11139.55,2025-11-30,UPI
1549,1686,18449.28,2025-07-04,UPI
1550,1687,34968.34,2025-09-22,NEFT
1551,1688,2296.66,2026-07-31,Cheque
1552,1689,11794.34,2026-03-11,UPI
1553,1690,1646.35,,Cheque
1554,1691,3110.4,2025-09-06,UPI
1555,1692,7867.64,2025-05-27,UPI
1556,1693,3541.95,2025-12-29,Cheque
1557,1695,3303.21,2025-12-03,NEFT
1558,1696,6925.04,2026-01-23,UPI
1559,1698,3344.23,2025-06-12,UPI
1560,1699,35476.97,2025-12-29,Cheque
1561,1701,36445.12,2026-01-16,NEFT
1562,1702,2090.14,2025-10-04,UPI
1563,1703,3843.6,2025-12-30,UPI
1564,1704,7192.29,2025-06-23,Cheque
1565,1705,22951.68,2025-07-23,NEFT
1566,1706,1133.9,,NEFT
1567,1707,23498.68,2026-07-31,UPI
1568,1708,9673.69,2026-05-19,UPI
1569,1709,7233.81,2026-07-12,NEFT
1570,1710,7172.64,2025-05-17,UPI
1571,1711,21984.26,2025-07-26,UPI
1572,1712,12159.08,2026-03-31,UPI
1573,1713,28750.81,2025-07-16,Cheque
1574,1714,12509.21,2026-04-03,Cheque
1575,1715,3719.38,2025-10-10,UPI
1576,1716,44679.0,2025-07-29,Cheque
1577,1717,27409.8,2025-07-08,UPI
1578,1718,4511.29,2026-01-04,UPI
1579,1719,37489.28,2026-01-29,Cheque
1580,1721,18799.6,2025-10-31,UPI
1581,1722,27997.93,2025-11-03,NEFT
1582,1723,5510.22,2025-10-06,UPI
1583,1724,11300.18,2026-07-19,UPI
1584,1725,2756.69,2026-02-12,Cheque
1585,1726,4319.18,2025-11-20,UPI
1586,1728,4499.36,2026-03-12,UPI
1587,1729,17680.56,2025-11-29,UPI
1588,1730,897.83,2025-09-04,NEFT
1589,1731,19133.75,2026-07-08,UPI
1590,1732,19163.17,2025-07-24,Cheque
1591,1733,11530.8,2026-06-10,Cheque
1592,1734,6458.97,2026-07-24,NEFT
1593,1735,10131.19,2025-07-09,UPI
1594,1736,12259.03,2026-07-31,NEFT
1595,1737,11380.95,2026-07-18,NEFT
1596,1738,5502.97,2025-10-03,Cheque
1597,1739,16878.67,2026-06-08,NEFT
1598,1740,5933.73,2026-03-24,UPI
1599,1741,3346.01,2026-01-06,NEFT
1600,1742,11390.76,2026-05-01,NEFT
1601,1743,2331.85,2026-03-22,Cheque
1602,1744,4817.53,2026-05-05,NEFT
1603,1745,13860.77,2025-08-31,NEFT
1604,1746,18186.96,2025-05-27,UPI
1605,1747,47848.16,2025-08-01,NEFT
1606,1748,6371.86,2026-02-18,NEFT
1607,1749,4382.34,2026-02-05,UPI
1608,1750,17164.29,2025-11-01,Cheque
1609,1751,27884.55,2026-03-30,NEFT
1610,1752,10788.17,2025-10-28,Cheque
1611,1753,8330.88,2025-10-28,Cheque
1612,1754,17419.3,2026-07-21,UPI
1613,1755,1300.25,,NEFT
1614,1756,17310.97,2026-02-08,NEFT
1615,1757,15263.27,2026-03-15,Cheque
1616,1758,10778.77,2026-07-31,UPI
1617,1759,5233.44,2025-08-04,UPI
1618,1760,8521.96,2026-02-23,UPI
1619,1763,3633.36,2026-05-03,NEFT
1620,1764,28817.0,2025-08-09,NEFT
1621,1765,1081.85,2025-10-31,UPI
1622,1766,9219.78,2025-11-03,UPI
1623,1767,3173.58,2025-07-16,UPI
1624,1768,4381.8,2026-07-02,UPI
1625,1769,40499.7,2025-07-11,Cheque
1626,1770,612.39,,Cheque
1627,1771,1438.5,2025-06-07,UPI
1628,1772,23057.12,2025-06-13,Cheque
1629,1773,18744.64,2025-12-03,UPI
1630,1775,2306.43,2025-08-07,NEFT
1631,1776,21968.25,2025-11-25,Cheque
1632,1777,21224.76,2026-02-05,Cheque
1633,1778,51870.6,2025-06-30,UPI
1634,1779,24580.86,2025-11-07,UPI
1635,1780,12183.34,2025-11-25,NEFT
1636,1781,25766.59,2026-06-20,NEFT
1637,1782,16033.88,2025-09-23,Cheque
1638,1783,13535.6,2026-06-06,Cheque
1639,1785,13727.2,2026-07-06,UPI
1640,1786,12378.76,2025-07-03,Cheque
1641,1787,18801.39,2026-07-31,Cheque
1642,1788,17525.64,2026-04-04,Cheque
1643,1789,14304.8,2025-08-01,NEFT
1644,1791,15703.04,2025-12-17,NEFT
1645,1792,1575.99,,UPI
1646,1793,3647.83,2026-06-29,NEFT
1647,1794,14046.62,2025-06-29,UPI
1648,1796,5464.38,2026-05-02,Cheque
1649,1797,8281.85,2026-02-18,NEFT
1650,1798,1142.85,,NEFT
1651,1799,9256.53,2026-03-04,UPI
1652,1800,14673.78,2025-10-22,Cheque
1653,1801,26805.45,2025-10-12,NEFT
1654,1802,5048.73,2026-07-27,UPI
1655,1803,14941.55,2025-07-30,NEFT
1656,1804,1586.47,2025-08-09,UPI
1657,1805,17218.29,2025-10-18,UPI
1658,1807,5336.48,2025-10-29,NEFT
1659,1809,5081.41,,UPI
1660,1810,22682.75,2025-09-11,Cheque
1661,1811,9693.56,2026-06-10,Cheque
1662,1813,12509.21,2026-05-18,NEFT
1663,1814,10334.99,2025-06-30,Cheque
1664,1815,5735.62,2026-01-13,Cheque
1665,1816,1448.15,2025-06-16,Cheque
1666,1817,8302.24,2025-11-27,UPI
1667,1818,23982.45,2025-09-29,Cheque
1668,1820,1148.68,,UPI
1669,1821,13844.7,2025-10-21,UPI
1670,1822,8195.36,2026-07-02,NEFT
1671,1823,43275.02,2026-02-11,NEFT
1672,1824,13549.44,2026-01-22,UPI
1673,1825,42106.38,2026-07-15,Cheque
1674,1826,1038.98,2025-08-27,NEFT
1675,1828,10307.34,2025-05-10,UPI
1676,1829,458.86,,NEFT
1677,1830,358.04,,Cheque
1678,1832,8023.74,2025-10-06,Cheque
1679,1833,1638.79,2025-12-03,NEFT
1680,1834,40101.19,2026-07-16,NEFT
1681,1835,9592.97,2026-02-08,UPI
1682,1836,4116.0,2025-10-14,UPI
1683,1837,2967.88,2025-07-31,UPI
1684,1838,37003.23,2026-06-17,Cheque
1685,1839,25610.93,2026-05-19,UPI
1686,1840,13313.02,2025-09-07,UPI
1687,1842,1487.15,2026-01-19,NEFT
1688,1844,1848.88,2025-12-08,Cheque
1689,1845,6370.11,2025-10-01,Cheque
1690,1847,3011.92,2025-12-23,NEFT
1691,1848,11214.96,2025-08-26,NEFT
1692,1849,13875.7,2026-06-02,UPI
1693,1850,29596.8,2026-01-10,NEFT
1694,1851,12636.21,2026-02-24,UPI
1695,1852,34722.77,2025-06-08,Cheque
1696,1853,5508.88,2026-07-11,UPI
1697,1854,9368.65,2026-06-19,NEFT
1698,1855,41189.0,2025-12-20,Cheque
1699,1856,21870.61,2025-11-06,Cheque
1700,1857,6622.35,2025-06-14,Cheque
1701,1858,2814.48,2025-07-07,Cheque
1702,1859,2044.48,2025-07-04,NEFT
1703,1862,3082.85,2025-08-12,UPI
1704,1864,6131.41,2025-09-18,UPI
1705,1865,19288.05,2025-10-16,Cheque
1706,1866,30203.34,2025-07-09,Cheque
1707,1867,3943.4,2025-06-26,Cheque
1708,1868,11999.82,2025-10-18,Cheque
1709,1869,871.81,,Cheque
1710,1870,3206.3,2026-03-15,UPI
1711,1871,9398.27,2026-05-23,NEFT
1712,1872,6443.99,2025-12-17,Cheque
1713,1873,15384.37,2025-12-29,NEFT
1714,1874,17527.2,2026-04-05,UPI
1715,1875,2943.3,2026-07-31,UPI
1716,1876,5112.1,2025-08-04,NEFT
1717,1877,6182.21,2026-01-15,UPI
1718,1878,1845.76,2026-04-24,UPI
1719,1879,1611.31,2025-11-30,Cheque
1720,1880,11871.5,2026-04-27,NEFT
1721,1881,4924.59,2025-11-04,Cheque
1722,1882,18925.25,2026-07-31,Cheque
1723,1883,23315.59,2025-08-06,Cheque
1724,1884,5352.59,2025-10-12,NEFT
1725,1885,19368.03,2026-05-12,UPI
1726,1886,6323.68,2025-06-23,Cheque
1727,1887,10443.25,2026-07-06,NEFT
1728,1888,9793.48,2026-07-31,NEFT
1729,1889,1739.26,2026-03-09,NEFT
1730,1890,10189.07,2025-08-30,NEFT
1731,1891,8862.75,2026-02-09,UPI
1732,1892,22416.29,2026-07-31,Cheque
1733,1894,19956.7,2025-08-12,NEFT
1734,1896,13889.11,2026-01-02,UPI
1735,1897,2632.19,2026-04-20,NEFT
1736,1898,11214.96,2025-06-07,UPI
1737,1899,2181.34,,Cheque
1738,1900,4080.74,2026-07-20,NEFT
1739,1901,2182.48,,Cheque
1740,1902,3222.35,2025-09-07,UPI
1741,1903,4275.43,,Cheque
1742,1904,1532.33,2025-11-10,UPI
1743,1905,2791.47,,UPI
1744,1907,7379.77,2026-01-29,Cheque
1745,1908,3481.67,2025-08-19,UPI
1746,1909,11264.81,2026-07-29,NEFT
1747,1910,14891.55,2026-04-14,UPI
1748,1911,4408.99,2025-07-24,Cheque
1749,1912,44662.1,2025-10-11,NEFT
1750,1913,3668.34,2026-05-30,NEFT
1751,1914,19409.39,2025-08-30,NEFT
1752,1915,20071.56,2026-06-24,NEFT
1753,1916,20568.58,2025-11-22,Cheque
1754,1918,1493.06,,Cheque
1755,1919,26919.5,2025-07-13,UPI
1756,1920,22133.41,2025-10-13,UPI
1757,1921,9326.96,2026-03-14,UPI
1758,1922,29247.6,2025-07-04,UPI
1759,1923,18464.24,2026-02-21,UPI
1760,1924,15938.1,2025-08-12,Cheque
1761,1925,13559.3,2026-04-14,NEFT
1762,1926,2466.51,2025-12-31,NEFT
1763,1927,26874.68,2025-07-25,UPI
1764,1929,31780.22,2025-08-07,Cheque
1765,1930,7891.93,2026-06-04,UPI
1766,1931,26874.68,2026-05-05,Cheque
1767,1932,8431.78,2025-08-03,Cheque
1768,1933,5184.0,2026-03-08,UPI
1769,1934,5158.12,2025-09-03,NEFT
1770,1935,24409.42,2025-11-16,UPI
1771,1936,3856.26,2026-05-15,Cheque
1772,1937,11078.27,2026-05-06,Cheque
1773,1938,14025.72,2026-05-20,NEFT
1774,1939,5032.0,2026-07-31,NEFT
1775,1940,7304.47,2025-10-13,Cheque
1776,1941,25764.86,2026-04-06,NEFT
1777,1942,3277.44,2025-11-28,UPI
1778,1943,5378.92,2026-05-09,UPI
1779,1944,11524.92,2026-04-24,UPI
1780,1945,17491.37,2026-07-31,NEFT
1781,1946,16765.48,2025-09-14,Cheque
1782,1947,32891.76,2026-07-28,NEFT
1783,1948,18067.67,2026-03-02,NEFT
1784,1949,24953.42,2025-10-15,UPI
1785,1950,20791.15,2026-06-05,Cheque
1786,1951,12396.3,2026-07-14,NEFT
1787,1953,29152.03,2026-03-09,Cheque
1788,1955,6955.81,2026-01-12,Cheque
1789,1956,18444.51,2025-06-15,Cheque
1790,1957,38481.31,2026-07-05,NEFT
1791,1958,3215.03,2025-10-17,Cheque
1792,1959,6565.77,2025-07-29,Cheque
1793,1960,888.3,2026-06-12,NEFT
1794,1961,10629.42,2025-06-20,NEFT
1795,1962,11714.59,2026-07-03,UPI
1796,1963,27752.15,2026-06-07,UPI
1797,1964,11727.25,2025-10-20,NEFT
1798,1965,5860.71,2025-07-25,Cheque
1799,1966,1448.15,2026-06-06,NEFT
1800,1967,46802.32,2025-08-10,Cheque
1801,1968,3752.07,2026-05-12,Cheque
1802,1969,6298.56,2025-10-29,NEFT
1803,1970,2542.56,2025-12-21,NEFT
1804,1971,47284.81,2026-07-09,NEFT
1805,1972,7289.0,2025-11-24,Cheque
1806,1973,6831.3,2025-05-25,Cheque
1807,1974,6080.31,2026-02-27,Cheque
1808,1976,2306.28,2025-07-04,NEFT
1809,1977,4244.69,2026-03-10,NEFT
1810,1979,6528.26,2025-10-27,NEFT
1811,1980,5167.46,2025-08-09,Cheque
1812,1981,5318.48,2026-03-21,Cheque
1813,1982,3843.6,2025-05-09,UPI
1814,1983,1116.97,,UPI
1815,1985,6951.12,2025-09-23,UPI
1816,1986,21248.48,2026-06-30,UPI
1817,1987,1186.04,2025-09-01,Cheque
1818,1988,16419.28,2025-06-29,NEFT
1819,1989,4016.8,2025-09-20,NEFT
1820,1990,4164.02,2025-07-16,UPI
1821,1992,3623.15,2025-11-11,NEFT
1822,1993,16848.35,2026-03-26,NEFT
1823,1994,4394.62,2025-09-08,UPI
1824,1995,17928.59,2026-05-12,NEFT
1825,1996,3462.09,2025-09-10,Cheque
1826,1997,2626.56,2026-06-28,Cheque
1827,1998,3934.32,2026-04-18,NEFT
1828,1999,8707.57,2026-01-07,NEFT
1829,2000,16911.84,2025-08-11,UPI
1830,2002,21350.33,2025-11-04,NEFT
1831,2004,16529.52,2026-04-13,NEFT
1832,2005,21410.18,2025-07-23,UPI
1833,2006,42915.69,2025-06-21,Cheque
1834,2007,11794.31,2025-09-06,NEFT
1835,2008,19021.97,2026-01-24,NEFT
1836,2009,2244.73,2025-06-28,Cheque
1837,2010,3644.76,2026-04-02,NEFT
1838,2011,6824.96,2026-04-14,UPI
1839,2013,4226.36,,Cheque
1840,2014,7788.4,2026-03-12,NEFT
1841,2015,6236.47,2026-02-24,NEFT
1842,2017,6951.12,2026-07-27,UPI
1843,2018,30930.2,2025-12-06,NEFT
1844,2019,28919.35,2026-07-18,UPI
1845,2020,5899.76,2026-01-05,NEFT
1846,2021,2473.23,2025-05-29,NEFT
1847,2022,7635.69,2026-07-02,Cheque
1848,2023,42441.96,2026-07-27,Cheque
1849,2024,13046.76,2025-07-19,UPI
1850,2025,45663.05,2025-06-24,Cheque
1851,2026,4587.74,2026-03-13,UPI
1852,2027,7090.2,2026-01-11,Cheque
1853,2028,12341.58,2025-12-21,NEFT
1854,2029,13961.01,2025-11-29,NEFT
1855,2030,49513.75,2025-06-24,Cheque
1856,2031,2128.81,2025-07-18,UPI
1857,2033,1882.45,2026-01-11,Cheque
1858,2034,16573.66,2025-07-14,Cheque
1859,2035,17001.38,2025-06-13,UPI
1860,2036,5746.93,2026-06-25,NEFT
1861,2037,35461.08,2025-10-13,UPI
1862,2038,162.69,,UPI
1863,2039,4829.2,2025-10-03,NEFT
1864,2040,8325.42,2025-05-29,Cheque
1865,2041,3342.85,,UPI
1866,2042,23648.98,2026-05-08,UPI
1867,2043,15069.58,2026-07-25,Cheque
1868,2044,17582.14,2026-06-07,Cheque
1869,2045,16143.12,2026-03-10,UPI
1870,2046,5264.38,2026-05-17,UPI
1871,2047,10889.37,2025-08-04,UPI
1872,2049,28712.76,2026-01-07,Cheque
1873,2051,21218.12,2026-07-31,Cheque
1874,2052,1676.4,2026-06-04,NEFT
1875,2053,12053.53,2026-07-16,NEFT
1876,2054,2549.12,,NEFT
1877,2055,5227.82,2025-10-28,NEFT
1878,2056,31250.49,2025-08-02,NEFT
1879,2057,10046.96,2025-12-13,Cheque
1880,2058,23698.58,2025-12-31,NEFT
1881,2059,874.38,2025-10-02,UPI
1882,2060,9743.12,2026-07-31,NEFT
1883,2061,18186.23,2025-08-15,UPI
1884,2062,22137.65,2026-01-03,UPI
1885,2063,9533.58,2026-04-03,UPI
1886,2064,7303.91,2025-05-20,Cheque
1887,2065,2938.94,2025-12-06,NEFT
1888,2066,29600.78,2026-03-16,NEFT
1889,2067,5160.6,2026-05-05,Cheque
1890,2070,2961.0,2026-02-03,UPI
1891,2071,4135.95,2025-06-13,NEFT
1892,2072,19805.5,2026-03-04,UPI
1893,2073,4174.22,2025-07-20,NEFT
1894,2074,27907.36,2025-05-30,NEFT
1895,2075,8759.13,2026-03-17,Cheque
1896,2076,22344.23,2025-08-19,NEFT
1897,2077,1888.7,2026-01-30,NEFT
1898,2078,2213.76,2025-07-01,Cheque
1899,2079,20524.75,2026-02-11,NEFT
1900,2080,702.15,,Cheque
1901,2081,2068.93,,Cheque
1902,2082,15465.81,2025-06-05,Cheque
1903,2083,9113.76,2025-06-17,NEFT
1904,2084,4598.32,2026-01-06,Cheque
1905,2085,1703.02,2025-08-18,NEFT
1906,2086,17193.42,2026-06-15,NEFT
1907,2087,4188.89,2026-02-11,UPI
1908,2088,4166.75,2026-04-08,UPI
1909,2089,31097.01,2026-07-25,NEFT
1910,2090,21102.88,2026-07-31,Cheque
1911,2091,4431.34,,NEFT
1912,2092,20183.58,2026-03-09,NEFT
1913,2093,13560.22,2026-05-26,Cheque
1914,2094,6525.56,2025-12-18,UPI
1915,2095,9224.64,2026-03-02,UPI
1916,2097,5494.84,2025-08-16,NEFT
1917,2098,2776.07,2026-07-13,Cheque
1918,2099,5784.39,2026-01-09,NEFT
1919,2101,10441.0,2026-05-16,UPI
1920,2102,7189.82,2026-04-01,Cheque
1921,2103,709.47,,NEFT
1922,2105,2027.41,2025-05-24,NEFT
1923,2106,14167.82,2025-08-18,UPI
1924,2107,2277.32,,Cheque
1925,2108,1482.88,2026-04-11,NEFT
1926,2109,10787.8,2026-06-01,Cheque
1927,2110,8723.41,2026-06-23,UPI
1928,2111,6939.27,,UPI
1929,2112,1450.89,2025-05-18,NEFT
1930,2113,721.05,,Cheque
1931,2114,14879.01,2025-06-04,Cheque
1932,2115,2910.37,2025-11-28,NEFT
1933,2116,3941.59,2025-09-23,UPI
1934,2117,7303.0,2025-11-20,UPI
1935,2118,34709.64,2025-08-29,UPI
1936,2119,5052.56,2026-03-13,Cheque
1937,2120,3497.6,2025-06-07,NEFT
1938,2121,11611.65,2026-01-15,UPI
1939,2122,2073.6,2026-07-31,UPI
1940,2124,18620.19,2026-05-25,Cheque
1941,2125,13918.59,2025-06-10,UPI
1942,2126,2070.24,,UPI
1943,2127,25997.86,2026-06-16,NEFT
1944,2128,14449.68,2025-06-05,Cheque
1945,2129,2050.3,,NEFT
1946,2130,1213.91,2025-11-10,NEFT
1947,2131,1859.73,2026-02-03,UPI
1948,2132,13153.59,2026-06-13,NEFT
1949,2133,17706.32,2025-08-15,Cheque
1950,2134,16209.15,2025-08-19,Cheque
1951,2135,5875.2,2025-07-06,Cheque
1952,2136,4456.26,2025-10-19,UPI
1953,2138,16376.25,2025-06-10,NEFT
1954,2139,1421.82,2025-07-28,NEFT
1955,2140,1834.51,2026-05-02,UPI
1956,2141,126.3,,UPI
1957,2142,9209.08,2025-06-12,Cheque
1958,2143,5163.85,,NEFT
1959,2145,16239.26,2025-11-06,UPI
1960,2146,6528.26,2025-10-04,NEFT
1961,2147,14338.86,2026-07-31,NEFT
1962,2148,27407.63,2025-12-02,Cheque
1963,2149,9930.32,2026-07-31,Cheque
1964,2150,9710.61,2025-12-19,Cheque
1965,2151,3545.1,2026-03-28,UPI
1966,2152,1232.55,,UPI
1967,2153,6023.84,2026-03-22,Cheque
1968,2154,3191.96,2025-12-23,NEFT
1969,2155,19599.04,2026-07-08,Cheque
1970,2156,16664.25,2025-08-07,NEFT
1971,2157,2603.4,2026-05-16,NEFT
